id_viagem,estado_mar,distancia_km
80,Moderado,2919.5
81,Calmo,1784.9
82,Muito Calmo,865.7
83,Agitado,3487.8
84,Moderado,1389.6
85,Calmo,3122.0
86,Agitado,3926.8
87,Muito Calmo,3695.5
88,Tempestuoso,1987.2
89,Moderado,1495.9
90,Moderado,788.0
91,Tempestuoso,2962.7
92,Moderado,1853.5
93,Muito Calmo,1043.8
94,Agitado,118.5
95,Muito Calmo,3592.7
96,Muito Calmo,2124.4
97,Calmo,2132.1
98,Tempestuoso,1616.5
99,Tempestuoso,2402.6
100,Tempestuoso,785.3
101,Calmo,3585.6
102,Tempestuoso,2810.6
103,Agitado,1771.8
104,Tempestuoso,298.6
105,Moderado,101.1
106,Muito Calmo,2306.1
107,Agitado,510.0
108,Calmo,1535.5
109,Muito Calmo,3584.7
110,Calmo,2646.2
111,Moderado,1795.9
112,Moderado,1027.2
113,Moderado,273.7
114,Calmo,2845.6
115,Moderado,3826.5
116,Calmo,2265.8
117,Agitado,775.6
118,Calmo,637.2
119,Agitado,1641.9
120,Calmo,3373.7
121,Calmo,2710.4
122,Muito Calmo,1436.1
123,Muito Calmo,1494.6
124,Calmo,703.6
125,Muito Calmo,3670.5
126,Moderado,3920.1
127,Moderado,3408.8
128,Muito Calmo,3795.0
129,Moderado,2270.3
130,Muito Calmo,516.4
131,Tempestuoso,1171.4
132,Moderado,726.6
133,Agitado,1070.4
134,Moderado,3313.0
135,Moderado,1676.3
136,Agitado,3986.1
137,Tempestuoso,1889.5
138,Muito Calmo,310.0
139,Calmo,419.2
140,Muito Calmo,971.8
141,Calmo,2456.6
142,Muito Calmo,3319.3
143,Muito Calmo,527.0
144,Tempestuoso,480.0
145,Agitado,2688.0
146,Moderado,1171.9
147,Moderado,643.9
148,Agitado,1748.4
149,Tempestuoso,1880.2
150,Agitado,3521.7
151,Moderado,2467.5
152,Tempestuoso,689.8
153,Moderado,2275.0
154,Moderado,3492.4
155,Calmo,900.5
156,Calmo,2553.5
157,Moderado,3175.0
158,Muito Calmo,2330.8
159,Muito Calmo,1168.0
160,Agitado,1855.2
161,Tempestuoso,2921.4
162,Moderado,3642.2
163,Moderado,3665.8
164,Calmo,2143.2
165,Muito Calmo,3021.4
166,Agitado,3995.6
167,Agitado,2813.6
168,Moderado,138.1
169,Calmo,2774.8
170,Tempestuoso,910.0
171,Muito Calmo,1300.7
172,Muito Calmo,1753.3
173,Muito Calmo,2318.1
174,Agitado,2893.5
175,Moderado,2648.9
176,Agitado,3404.6
177,Muito Calmo,3195.6
178,Muito Calmo,2702.7
179,Agitado,2534.0
180,Moderado,3794.0
181,Muito Calmo,561.2
182,Tempestuoso,2389.0
183,Agitado,200.5
184,Tempestuoso,3562.9
185,Muito Calmo,3330.8
186,Muito Calmo,2543.1
187,Agitado,2722.0
188,Moderado,1979.1
189,Calmo,3334.1
190,Moderado,2437.4
191,Agitado,293.4
192,Calmo,561.6
193,Muito Calmo,3527.3
194,Tempestuoso,3681.0
195,Muito Calmo,1559.4
196,Agitado,2106.1
197,Calmo,3605.5
198,Calmo,837.0
199,Tempestuoso,1597.0
200,Moderado,2706.9
201,Moderado,2420.8
202,Agitado,1267.5
203,Muito Calmo,1774.5
204,Muito Calmo,3759.2
205,Tempestuoso,1144.1
206,Tempestuoso,2921.0
207,Agitado,333.1
208,Agitado,2957.5
209,Agitado,3376.3
210,Moderado,3587.0
211,Calmo,3905.0
212,Agitado,414.3
213,Agitado,2666.6
214,Moderado,583.1
215,Agitado,76.1
216,Calmo,1951.9
217,Moderado,3992.5
218,Agitado,2094.5
219,Agitado,2117.7
220,Agitado,2083.7
221,Muito Calmo,3166.4
222,Muito Calmo,1071.2
223,Muito Calmo,3040.1
224,Moderado,1478.6
225,Muito Calmo,409.0
226,Tempestuoso,638.2
227,Tempestuoso,3899.2
228,Agitado,925.1
229,Calmo,259.1
230,Moderado,326.2
231,Tempestuoso,3401.4
232,Calmo,2476.7
233,Muito Calmo,2638.7
234,Calmo,863.0
235,Tempestuoso,3276.0
236,Moderado,1595.8
237,Moderado,1151.9
238,Calmo,2865.9
239,Moderado,2774.0
240,Calmo,1134.2
241,Agitado,2865.9
242,Calmo,3441.4
243,Muito Calmo,2574.0
244,Moderado,574.0
245,Agitado,847.7
246,Moderado,3643.2
247,Muito Calmo,1842.3
248,Tempestuoso,1524.4
249,Agitado,2882.2
250,Muito Calmo,1808.3
251,Calmo,1725.0
252,Moderado,942.5
253,Tempestuoso,1620.1
254,Agitado,1892.4
255,Muito Calmo,2162.0
256,Tempestuoso,662.6
257,Moderado,389.1
258,Moderado,1009.2
259,Tempestuoso,2712.3
260,Agitado,1085.8
261,Calmo,3912.0
262,Moderado,2464.9
263,Calmo,1743.6
264,Muito Calmo,103.8
265,Muito Calmo,2193.3
266,Tempestuoso,2642.0
267,Moderado,1739.6
268,Moderado,1938.3
269,Moderado,954.9
270,Tempestuoso,3381.6
271,Muito Calmo,963.6
272,Tempestuoso,2868.9
273,Tempestuoso,3404.1
274,Tempestuoso,101.0
275,Moderado,3817.1
276,Tempestuoso,3816.1
277,Moderado,1240.2
278,Agitado,2425.7
279,Calmo,2041.0
280,Calmo,1506.6
281,Tempestuoso,3891.4
282,Agitado,611.4
283,Tempestuoso,2970.8
284,Moderado,1213.8
285,Calmo,2394.5
286,Calmo,1658.2
287,Muito Calmo,1208.6
288,Moderado,495.8
289,Muito Calmo,3032.9
290,Muito Calmo,3239.1
291,Muito Calmo,3677.7
292,Agitado,2159.6
293,Moderado,3033.6
294,Calmo,3232.0
295,Muito Calmo,3379.3
296,Calmo,2581.4
297,Agitado,133.8
298,Muito Calmo,1564.4
299,Tempestuoso,300.7
300,Tempestuoso,931.6
301,Muito Calmo,3320.9
302,Tempestuoso,2390.9
303,Moderado,3506.0
304,Tempestuoso,921.7
305,Muito Calmo,2545.7
306,Tempestuoso,2853.1
307,Muito Calmo,2186.0
308,Agitado,3919.8
309,Agitado,3602.3
310,Moderado,2803.9
311,Calmo,1118.8
312,Agitado,2352.8
313,Tempestuoso,2776.9
314,Muito Calmo,2183.0
315,Moderado,722.8
316,Tempestuoso,3883.7
317,Tempestuoso,1800.1
318,Tempestuoso,3781.5
319,Moderado,2474.3
320,Muito Calmo,1890.6
321,Tempestuoso,1247.9
322,Muito Calmo,144.4
323,Agitado,3308.1
324,Moderado,691.2
325,Calmo,2269.0
326,Agitado,2219.6
327,Moderado,592.2
328,Muito Calmo,2435.1
329,Agitado,2464.1
330,Moderado,867.3
331,Calmo,1590.5
332,Tempestuoso,487.1
333,Moderado,2274.7
334,Agitado,2767.3
335,Agitado,2416.4
336,Muito Calmo,2221.7
337,Muito Calmo,1601.0
338,Moderado,1649.4
339,Calmo,3309.9
340,Agitado,931.5
341,Calmo,1105.5
342,Moderado,2835.5
343,Tempestuoso,1417.1
344,Muito Calmo,2071.3
345,Agitado,3253.9
346,Moderado,298.0
347,Tempestuoso,224.8
348,Tempestuoso,1859.3
349,Muito Calmo,1257.2
350,Agitado,1508.3
351,Muito Calmo,3678.9
352,Agitado,1687.7
353,Tempestuoso,1060.7
354,Calmo,977.2
355,Moderado,2483.3
356,Calmo,1979.0
357,Muito Calmo,1583.1
358,Moderado,972.1
359,Agitado,1020.7
360,Agitado,3845.6
361,Agitado,3062.0
362,Moderado,3852.8
363,Moderado,3407.4
364,Tempestuoso,2437.5
365,Moderado,1202.9
366,Moderado,2449.8
367,Tempestuoso,3022.2
368,Tempestuoso,1558.7
369,Tempestuoso,3383.8
370,Moderado,170.1
371,Tempestuoso,936.0
372,Moderado,3171.7
373,Calmo,2514.5
374,Calmo,2728.3
375,Muito Calmo,2598.9
376,Calmo,3640.3
377,Moderado,489.3
378,Tempestuoso,3555.5
379,Agitado,3331.2
380,Moderado,3187.9
381,Moderado,3632.8
382,Moderado,1726.0
383,Tempestuoso,844.6
384,Muito Calmo,290.9
385,Calmo,2773.0
386,Agitado,1280.7
387,Calmo,3889.2
388,Moderado,2502.5
389,Agitado,3409.7
390,Agitado,2861.0
391,Agitado,2776.1
392,Moderado,1023.3
393,Calmo,3201.7
394,Muito Calmo,670.3
395,Agitado,1369.9
396,Agitado,2522.6
397,Agitado,1829.8
398,Agitado,1661.3
399,Moderado,1579.5
400,Moderado,1603.7
401,Tempestuoso,3285.9
402,Agitado,3441.4
403,Calmo,120.5
404,Moderado,655.5
405,Calmo,2685.8
406,Tempestuoso,1946.7
407,Agitado,1689.8
408,Calmo,1767.9
409,Moderado,1605.4
410,Muito Calmo,2080.3
411,Tempestuoso,2660.2
412,Calmo,596.8
413,Moderado,3108.6
414,Tempestuoso,2457.2
415,Muito Calmo,1521.3
416,Agitado,2946.1
417,Agitado,2444.0
418,Tempestuoso,796.7
419,Moderado,216.7
420,Calmo,916.4
421,Agitado,3091.5
422,Calmo,3750.3
423,Agitado,1843.0
424,Tempestuoso,1906.6
425,Agitado,2416.4
426,Agitado,2367.6
427,Calmo,1407.4
428,Agitado,1198.8
429,Muito Calmo,355.8
430,Moderado,2572.0
431,Moderado,1471.4
432,Tempestuoso,234.8
433,Calmo,3994.2
434,Agitado,1104.9
435,Calmo,1136.1
436,Agitado,2894.8
437,Agitado,772.6
438,Agitado,3071.3
439,Muito Calmo,1788.5
440,Tempestuoso,118.5
441,Moderado,163.2
442,Agitado,3749.6
443,Tempestuoso,2582.2
444,Tempestuoso,2598.9
445,Muito Calmo,1341.0
446,Agitado,2128.5
447,Calmo,3476.7
448,Tempestuoso,1381.0
449,Calmo,3012.9
450,Tempestuoso,1289.2
451,Muito Calmo,1282.8
452,Calmo,3049.4
453,Agitado,3863.9
454,Agitado,3491.1
455,Calmo,3079.8
456,Calmo,2083.1
457,Agitado,2163.6
458,Tempestuoso,3083.4
459,Calmo,3065.0
460,Agitado,3073.6
461,Moderado,1045.9
462,Calmo,2720.7
463,Tempestuoso,3567.0
464,Calmo,3805.6
465,Muito Calmo,2792.5
466,Agitado,3240.7
467,Moderado,3309.9
468,Agitado,1073.1
469,Muito Calmo,2920.5
470,Tempestuoso,3994.8
471,Muito Calmo,1472.3
472,Calmo,1563.9
473,Calmo,55.9
474,Calmo,2902.6
475,Moderado,1355.5
476,Moderado,3610.2
477,Moderado,2110.4
478,Calmo,550.5
479,Muito Calmo,1964.2
480,Muito Calmo,1019.5
481,Muito Calmo,2002.1
482,Agitado,3062.8
483,Muito Calmo,1411.0
484,Muito Calmo,75.5
485,Agitado,2120.6
486,Moderado,969.6
487,Tempestuoso,2498.5
488,Moderado,500.4
489,Tempestuoso,1400.8
490,Agitado,497.9
491,Moderado,1526.5
492,Moderado,1981.7
493,Agitado,3701.4
494,Moderado,3952.4
495,Tempestuoso,1844.9
496,Agitado,3734.8
497,Muito Calmo,548.4
498,Tempestuoso,1278.7
499,Agitado,3271.7
500,Agitado,743.7
501,Muito Calmo,1530.7
502,Muito Calmo,2689.1
503,Muito Calmo,400.0
504,Muito Calmo,2961.4
505,Tempestuoso,3502.4
506,Moderado,3665.4
507,Agitado,1862.4
508,Agitado,1020.7
509,Muito Calmo,2742.7
510,Tempestuoso,2811.3
511,Muito Calmo,3917.7
512,Agitado,3119.2
513,Agitado,245.7
514,Calmo,808.9
515,Agitado,2870.9
516,Muito Calmo,2340.8
517,Calmo,53.2
518,Tempestuoso,1200.7
519,Moderado,545.6
520,Moderado,3215.7
521,Tempestuoso,2082.8
522,Moderado,1193.2
523,Muito Calmo,449.8
524,Agitado,3829.6
525,Moderado,1327.5
526,Moderado,1169.3
527,Agitado,2874.7
528,Calmo,2163.6
529,Tempestuoso,2140.7
530,Calmo,3864.3
531,Muito Calmo,1134.2
532,Calmo,3806.2
533,Muito Calmo,3523.3
534,Tempestuoso,873.1
535,Agitado,2171.4
536,Moderado,583.4
537,Agitado,92.0
538,Calmo,2743.4
539,Calmo,3610.7
540,Moderado,1298.0
541,Tempestuoso,1963.7
542,Muito Calmo,3339.4
543,Tempestuoso,1075.6
544,Moderado,2315.5
545,Tempestuoso,578.3
546,Calmo,1848.1
547,Muito Calmo,3978.4
548,Moderado,320.5
549,Calmo,1794.4
550,Tempestuoso,1528.3
551,Muito Calmo,3941.7
552,Calmo,865.0
553,Tempestuoso,1890.1
554,Calmo,3881.1
555,Moderado,94.2
556,Calmo,1517.5
557,Muito Calmo,60.6
558,Tempestuoso,2050.6
559,Tempestuoso,3737.7
560,Agitado,2723.3
561,Agitado,3975.2
562,Tempestuoso,3913.3
563,Muito Calmo,2720.7
564,Muito Calmo,2076.7
565,Tempestuoso,881.7
566,Tempestuoso,2000.3
567,Calmo,3713.7
568,Calmo,2899.0
569,Tempestuoso,2934.7
570,Agitado,3694.8
571,Agitado,2173.1
572,Muito Calmo,1571.2
573,Calmo,2643.8
574,Agitado,3967.3
575,Tempestuoso,2554.7
576,Tempestuoso,2356.9
577,Calmo,2072.8
578,Moderado,3486.1
579,Agitado,2366.2
580,Agitado,938.3
581,Agitado,1296.6
582,Calmo,550.7
583,Tempestuoso,2056.5
584,Moderado,2063.3
585,Calmo,1566.7
586,Tempestuoso,289.2
587,Tempestuoso,231.5
588,Muito Calmo,865.0
589,Calmo,3311.2
590,Agitado,146.3
591,Calmo,1936.3
592,Agitado,3232.0
593,Moderado,581.3
594,Calmo,2020.1
595,Calmo,3967.6
596,Calmo,2505.8
597,Agitado,191.6
598,Muito Calmo,1734.2
599,Moderado,3194.5
600,Agitado,2664.4
601,Muito Calmo,1228.5
602,Moderado,847.2
603,Muito Calmo,1547.4
604,Agitado,3257.5
605,Moderado,857.3
606,Tempestuoso,1423.4
607,Muito Calmo,2186.4
608,Tempestuoso,3413.0
609,Calmo,1250.0
610,Muito Calmo,922.9
611,Agitado,3107.9
612,Muito Calmo,828.9
613,Calmo,1177.3
614,Agitado,877.6
615,Moderado,1405.2
616,Agitado,2733.3
617,Tempestuoso,612.7
618,Tempestuoso,1277.3
619,Calmo,2374.2
620,Moderado,1542.2
621,Muito Calmo,3326.5
622,Agitado,817.1
623,Muito Calmo,1161.9
624,Moderado,2464.4
625,Agitado,331.2
626,Muito Calmo,1037.1
627,Moderado,2642.8
628,Tempestuoso,1300.7
629,Moderado,3286.3
630,Muito Calmo,2901.8
631,Moderado,171.7
632,Muito Calmo,1149.8
633,Tempestuoso,1309.0
634,Agitado,3420.8
635,Muito Calmo,3967.4
636,Agitado,1575.7
637,Muito Calmo,373.8
638,Moderado,862.5
639,Moderado,2586.6
640,Agitado,2024.4
641,Agitado,1463.0
642,Calmo,1272.9
643,Agitado,2736.8
644,Tempestuoso,2356.7
645,Tempestuoso,1849.5
646,Moderado,3928.1
647,Agitado,1926.9
648,Agitado,2129.3
649,Calmo,461.0
650,Agitado,1847.8
651,Calmo,3054.5
652,Agitado,1026.2
653,Moderado,1811.7
654,Tempestuoso,885.9
655,Tempestuoso,2218.6
656,Agitado,3570.2
657,Calmo,1741.6
658,Tempestuoso,3174.3
659,Calmo,2871.5
660,Muito Calmo,1787.6
661,Tempestuoso,231.9
662,Calmo,1996.2
663,Muito Calmo,445.4
664,Tempestuoso,2645.5
665,Agitado,3542.2
666,Tempestuoso,3789.6
667,Agitado,2580.1
668,Moderado,2733.1
669,Agitado,1418.6
670,Calmo,3525.1
671,Moderado,2693.9
672,Agitado,321.0
673,Moderado,3570.5
674,Agitado,1834.9
675,Moderado,1296.2
676,Agitado,2556.2
677,Calmo,877.6
678,Muito Calmo,587.7
679,Tempestuoso,2657.3
680,Tempestuoso,1311.7
681,Tempestuoso,1594.9
682,Agitado,1736.5
683,Moderado,1407.8
684,Agitado,3463.5
685,Tempestuoso,3379.9
686,Agitado,1748.5
687,Tempestuoso,2966.1
688,Agitado,2725.2
689,Agitado,1565.4
690,Moderado,116.5
691,Muito Calmo,2287.2
692,Muito Calmo,2861.3
693,Muito Calmo,3896.0
694,Calmo,2894.2
695,Calmo,3138.2
696,Muito Calmo,190.3
697,Muito Calmo,3798.2
698,Moderado,3644.6
699,Agitado,2443.9
700,Moderado,2173.8
701,Calmo,248.8
702,Muito Calmo,1195.2
703,Moderado,1996.4
704,Tempestuoso,2329.0
705,Muito Calmo,1427.1
706,Moderado,1547.2
707,Muito Calmo,671.6
708,Agitado,1307.9
709,Tempestuoso,267.5
710,Calmo,557.6
711,Agitado,1954.2
712,Calmo,546.3
713,Calmo,574.0
714,Moderado,649.5
715,Calmo,2375.9
716,Calmo,2327.7
717,Moderado,3685.2
718,Calmo,1650.6
719,Tempestuoso,3214.4
720,Tempestuoso,3018.4
721,Tempestuoso,2981.3
722,Agitado,1010.4
723,Agitado,2571.0
724,Moderado,2506.1
725,Calmo,835.5
726,Muito Calmo,627.4
727,Calmo,2655.5
728,Muito Calmo,3637.2
729,Muito Calmo,3660.5
730,Tempestuoso,2410.7
731,Muito Calmo,2659.9
732,Agitado,2865.9
733,Moderado,550.5
734,Moderado,1361.2
735,Calmo,3103.2
736,Tempestuoso,2664.9
737,Moderado,1624.8
738,Tempestuoso,3087.7
739,Agitado,663.0
740,Tempestuoso,112.8
741,Muito Calmo,86.5
742,Moderado,2577.7
743,Moderado,3984.4
744,Agitado,1690.7
745,Calmo,3141.0
746,Agitado,751.4
747,Calmo,131.4
748,Moderado,2117.3
749,Tempestuoso,254.4
750,Agitado,1224.0
751,Tempestuoso,1817.7
752,Muito Calmo,172.5
753,Moderado,3328.2
754,Tempestuoso,1690.8
755,Agitado,1248.2
756,Moderado,2218.7
757,Muito Calmo,1431.6
758,Muito Calmo,475.0
759,Calmo,290.6
760,Agitado,3569.0
761,Agitado,3861.8
762,Tempestuoso,3966.3
763,Tempestuoso,1921.6
764,Agitado,3278.0
765,Agitado,2493.2
766,Tempestuoso,3533.7
767,Moderado,2802.0
768,Agitado,2357.6
769,Muito Calmo,1677.8
770,Moderado,1024.2
771,Muito Calmo,1270.5
772,Muito Calmo,3842.7
773,Muito Calmo,62.0
774,Agitado,2261.1
775,Tempestuoso,3782.1
776,Agitado,991.1
777,Calmo,2970.8
778,Moderado,1523.0
779,Calmo,1591.5
780,Muito Calmo,2610.1
781,Muito Calmo,1419.1
782,Tempestuoso,1649.2
783,Tempestuoso,1854.1
784,Muito Calmo,2163.8
785,Agitado,499.7
786,Muito Calmo,1437.7
787,Tempestuoso,2095.6
788,Muito Calmo,3457.1
789,Moderado,554.7
790,Muito Calmo,3287.9
791,Calmo,76.2
792,Agitado,3961.6
793,Muito Calmo,1734.3
794,Calmo,1970.1
795,Muito Calmo,1403.5
796,Muito Calmo,2204.4
797,Calmo,3433.1
798,Calmo,696.9
799,Agitado,1485.3
800,Muito Calmo,2458.0
801,Moderado,485.2
802,Moderado,589.5
803,Calmo,2157.7
804,Muito Calmo,3125.6
805,Muito Calmo,525.2
806,Calmo,3682.3
807,Tempestuoso,3038.5
808,Tempestuoso,2016.7
809,Tempestuoso,2149.7
810,Tempestuoso,369.9
811,Agitado,2577.9
812,Tempestuoso,1169.8
813,Agitado,191.4
814,Tempestuoso,2946.4
815,Moderado,190.2
816,Agitado,2800.1
817,Tempestuoso,1958.4
818,Calmo,175.4
819,Moderado,1862.1
820,Agitado,1324.0
821,Muito Calmo,140.4
822,Tempestuoso,809.5
823,Tempestuoso,2525.8
824,Calmo,2287.3
825,Calmo,3618.4
826,Tempestuoso,230.1
827,Agitado,3010.0
828,Muito Calmo,818.9
829,Calmo,1211.5
830,Muito Calmo,3621.7
831,Agitado,116.6
832,Muito Calmo,2565.8
833,Moderado,1495.2
834,Tempestuoso,2955.3
835,Calmo,2867.5
836,Tempestuoso,875.0
837,Agitado,360.2
838,Muito Calmo,2458.9
839,Moderado,2356.2
840,Calmo,2271.8
841,Muito Calmo,1130.4
842,Moderado,2860.6
843,Muito Calmo,806.2
844,Tempestuoso,1000.7
845,Muito Calmo,3987.0
846,Muito Calmo,428.0
847,Tempestuoso,2775.1
848,Tempestuoso,2687.5
849,Muito Calmo,2920.3
850,Moderado,3008.1
851,Calmo,53.0
852,Moderado,3156.5
853,Moderado,974.0
854,Agitado,3510.1
855,Muito Calmo,3567.5
856,Muito Calmo,267.2
857,Calmo,1568.7
858,Moderado,1289.8
859,Muito Calmo,435.1
860,Muito Calmo,2408.6
861,Moderado,741.7
862,Tempestuoso,1610.5
863,Moderado,2528.9
864,Tempestuoso,745.6
865,Calmo,297.4
866,Tempestuoso,830.4
867,Moderado,462.3
868,Agitado,1131.2
869,Muito Calmo,3474.2
870,Calmo,105.6
871,Agitado,747.7
872,Calmo,290.3
873,Calmo,2205.2
874,Calmo,2891.7
875,Tempestuoso,1430.2
876,Tempestuoso,1918.9
877,Calmo,2917.5
878,Agitado,2807.7
879,Calmo,2478.0
880,Tempestuoso,2941.2
881,Calmo,988.3
882,Moderado,2880.6
883,Agitado,316.5
884,Tempestuoso,3619.1
885,Moderado,940.1
886,Muito Calmo,1669.0
887,Agitado,3860.6
888,Moderado,545.2
889,Tempestuoso,1473.2
890,Moderado,3075.1
891,Moderado,2443.8
892,Muito Calmo,3323.9
893,Calmo,1754.5
894,Muito Calmo,547.2
895,Calmo,3018.7
896,Tempestuoso,2070.7
897,Moderado,2827.1
898,Agitado,217.1
899,Calmo,3054.8
900,Muito Calmo,3870.3
901,Muito Calmo,1987.9
902,Muito Calmo,3901.2
903,Muito Calmo,3436.5
904,Moderado,301.4
905,Moderado,1922.3
906,Tempestuoso,157.1
907,Tempestuoso,85.0
908,Muito Calmo,999.4
909,Muito Calmo,3910.2
910,Moderado,262.5
911,Tempestuoso,224.4
912,Tempestuoso,3543.4
913,Calmo,739.1
914,Muito Calmo,1312.8
915,Calmo,2181.8
916,Moderado,1478.4
917,Calmo,2680.8
918,Muito Calmo,800.7
919,Muito Calmo,237.2
920,Agitado,3668.7
921,Muito Calmo,433.2
922,Tempestuoso,2404.2
923,Calmo,2899.8
924,Agitado,947.9
925,Tempestuoso,369.8
926,Moderado,1641.0
927,Agitado,2428.3
928,Moderado,1698.1
929,Muito Calmo,1629.5
930,Moderado,2263.2
931,Calmo,1108.4
932,Agitado,587.3
933,Agitado,2886.1
934,Moderado,207.1
935,Moderado,2655.0
936,Calmo,1454.5
937,Muito Calmo,3326.0
938,Agitado,750.0
939,Calmo,172.4
940,Muito Calmo,99.0
941,Calmo,3120.5
942,Moderado,2172.4
943,Muito Calmo,3493.4
944,Calmo,687.8
945,Tempestuoso,512.6
946,Calmo,1465.0
947,Calmo,3231.4
948,Muito Calmo,2775.4
949,Moderado,2668.9
950,Tempestuoso,1180.0
951,Tempestuoso,1112.7
952,Moderado,743.1
953,Agitado,1336.5
954,Moderado,2903.0
955,Tempestuoso,2240.4
956,Agitado,395.0
957,Moderado,3462.1
958,Agitado,1066.1
959,Tempestuoso,884.2
960,Tempestuoso,2340.4
961,Agitado,3673.8
962,Agitado,654.6
963,Muito Calmo,356.7
964,Moderado,2272.7
965,Moderado,3311.5
966,Moderado,1348.5
967,Calmo,2626.5
968,Tempestuoso,399.7
969,Calmo,859.2
970,Muito Calmo,1324.7
971,Muito Calmo,3509.0
972,Moderado,2537.5
973,Calmo,2975.6
974,Muito Calmo,774.6
975,Tempestuoso,1931.8
976,Tempestuoso,431.4
977,Moderado,976.6
978,Calmo,1188.1
979,Moderado,2246.9
980,Muito Calmo,1954.8
981,Moderado,2227.6
982,Calmo,500.8
983,Moderado,302.6
984,Agitado,3770.5
985,Muito Calmo,2549.6
986,Muito Calmo,2263.8
987,Tempestuoso,2448.4
988,Tempestuoso,1063.7
989,Tempestuoso,359.0
990,Calmo,3545.2
991,Moderado,3354.0
992,Moderado,2222.3
993,Agitado,2908.9
994,Agitado,1966.3
995,Calmo,774.8
996,Muito Calmo,945.6
997,Moderado,2197.8
998,Calmo,2438.7
999,Calmo,1706.0
1000,Tempestuoso,132.4
1001,Calmo,1625.6
1002,Moderado,3370.8
1003,Agitado,980.5
1004,Moderado,3868.6
1005,Agitado,1247.2
1006,Agitado,3366.6
1007,Tempestuoso,1444.0
1008,Tempestuoso,1345.8
1009,Agitado,3519.7
1010,Agitado,2684.7
1011,Muito Calmo,344.1
1012,Tempestuoso,3018.5
1013,Agitado,1713.2
1014,Moderado,1909.6
1015,Calmo,3252.0
1016,Tempestuoso,3808.8
1017,Agitado,3888.4
1018,Muito Calmo,1568.6
1019,Agitado,2748.0
1020,Tempestuoso,2315.0
1021,Tempestuoso,3445.0
1022,Agitado,3178.9
1023,Moderado,3985.6
1024,Tempestuoso,883.2
1025,Moderado,2970.4
1026,Muito Calmo,3422.6
1027,Muito Calmo,3798.9
1028,Calmo,122.9
1029,Agitado,3932.8
1030,Moderado,2024.6
1031,Tempestuoso,1662.6
1032,Calmo,2030.2
1033,Tempestuoso,2974.2
1034,Agitado,3635.0
1035,Moderado,813.5
1036,Moderado,3752.6
1037,Muito Calmo,2595.1
1038,Muito Calmo,3539.1
1039,Calmo,734.7
1040,Agitado,381.3
1041,Calmo,1990.9
1042,Agitado,1334.2
1043,Calmo,494.0
1044,Muito Calmo,1020.0
1045,Moderado,401.2
1046,Muito Calmo,392.8
1047,Tempestuoso,2702.4
1048,Moderado,2648.0
1049,Calmo,2159.2
1050,Calmo,1471.7
1051,Calmo,507.1
1052,Calmo,2318.5
1053,Moderado,1233.5
1054,Agitado,2249.5
1055,Muito Calmo,138.6
1056,Agitado,2232.5
1057,Calmo,980.5
1058,Moderado,1212.4
1059,Calmo,192.3
1060,Calmo,2736.0
1061,Agitado,3864.2
1062,Moderado,2840.3
1063,Calmo,2692.0
1064,Calmo,1853.3
1065,Muito Calmo,1456.1
1066,Tempestuoso,2866.8
1067,Tempestuoso,3819.7
1068,Tempestuoso,376.8
1069,Calmo,234.1
1070,Moderado,335.3
1071,Muito Calmo,1434.6
